City,Latitude,Longitude,Population1,Population
,11.345,76.795,0,
,29.13,76.9,0,
,12.9,79.3333,0,
,14.4167,78.2333,0,
,22.88,87.78,0,
,16.4793,79.8863,0,
,9.1725,77.3956,0,
,19.57,74.22,0,
,11.4549,77.4365,0,
,28.64,78.64,0,
,30.3685,75.8679,0,
,30.78,75.48,0,
,19.85,74,0,
,26.489,89.527,0,
,25.58,79.57,0,
,19.92,74.73,0,
,26.9167,70.9167,0,
,17.23,77.58,0,
,11.5835,77.8341,0,
,21.52,71.83,0,
,16.4833,80.6,0,
,16.23,77.8,0,
,20.17,85.7,0,
,16.9978,79.9653,0,
,13.9446,76.6172,0,
,26.02,90,0,
,27.87,81.5,0,
,27.85,75.27,0,
,29.7,75.9,0,
,25.8629,85.7811,0,
,25.1403,85.8508,0,
,18.79,78.29,0,
,13.43,77.72,0,
,16.73,75.07,0,
,29.35,78.58,0,
,23.7,72.55,0,
,25.05,83.62,0,
,12.9247,79.3333,0,
,20.1,77.15,0,
,11.407,79.6912,0,
,14.6195,74.8354,0,
,27.72,80.9,0,
,29.6167,76.1117,0,
,23.9167,72.3833,0,
,12.12,76.68,0,
,22.45,86.98,0,
,9.3639,78.8395,0,
,25.83,93.43,0,
,16.3623,78.0622,0,
,10.5855,77.2513,0,
,25.5022,86.4671,0,
,25.5526,84.1515,0,
,11.9231,76.9395,0,
,11.77,79.55,0,
,11.1376,77.3106,0,
,14.1954,79.159,0,
,16.0667,80.5667,0,
,32.385,75.517,0,
,27.2414,94.1056,0,
,19.08,83.82,0,
,16.715,80.2089,0,
,16.05,79.75,0,
,23.57,70.63,0,
,26.4328,78.442,0,
,20.67,75.35,0,
,20.7944,76.6944,0,
,29.145,77.61,0,
,16.4361,81.7016,0,
,15.396,77.872,0,
,26.46,89.2,0,
,10.773,79.637,0,
,28.64,75.38,0,
,18.73,82.83,0,
,17.6814,77.6074,0,
,16.78,80.85,0,
,27.08,80.52,0,
,21.73,70.28,0,
,20.0556,78.9533,0,
,22.42,87.7,0,
,22.757,78.355,0,
,20.82,71.03,0,
,23.43,84.68,0,
,24.17,87.78,0,
,20.3,75.65,0,
,13.1635,78.3935,0,
,12.3036,76.2927,0,
,18.7481,73.4072,0,
,17.0531,82.1695,0,
,23.22,88.37,0,
,28.9833,78.4167,0,
,19.3333,79.4833,0,
,21.63,85.58,0,
,23.8,72.4,0,
,13.745,76.909,0,
,13.1231,79.912,0,
,16.48,79.43,0,
,15.2167,79.9042,0,
,16.7333,82.2167,0,
,15.8137,74.8589,0,
,22.03,74.9,0,
,21.6847,75.0953,0,
,16.3962,80.1497,0,
,18.5667,83.3667,0,
,26.3,74.73,0,
,11.5014,76.4916,0,
,27.58,77.7,0,
,22.88,92.73,0,
,26.9833,84.85,0,
,25.4,88.52,0,
,18.72,73.68,0,
,30.74,76.65,0,
,8.6033,77.0028,0,
,23.9595,88.0402,0,
,21.15,77.28,0,
,13.2667,93,0,
,26.8036,82.2006,0,
,12.9122,77.4827,0,
,19.0756,79.4881,0,
,30.9664,76.5331,0,
,11.37,77.6908,0,
,29.58,80.22,0,
,23.12,72.03,0,
,24.26,86.65,0,
,15.5412,78.9503,0,
,17.51,78.89,0,
,11.2167,78.1667,0,
,22.67,87.72,0,
,14.7877,75.9886,0,
,21.12,70.12,0,
,10.77,76.38,0,
,14.312,76.651,0,
,12.5,79.13,0,
,13.45,79.55,0,
,32.4865,75.9941,0,
,26.27,88.2,0,
,13.3667,78.5833,0,
,21.8706,73.5028,0,
,24.0437,78.3301,0,
,12.5,75,0,
,28.25,77.07,0,
,9.3856,76.5756,0,
,30.15,76.19,0,
,14.1667,75.0333,0,
,19.38,74.65,0,
,11.1197,76.131,0,
,24.42,81.88,0,
,13.2007,78.7468,0,
,18.78,83.425,0,
,25.35,72.6167,0,
,25.63,88.32,0,
,17.33,77.9,0,
,29.8,77.87,0,
,25.03,84.4,0,
,15.9417,77.4281,0,
,20.85,79.33,0,
,22.74,88.79,0,
,25.246,86.738,0,
,22.72,72.47,0,
,26.17,90.62,0,
,17.5333,78.2645,0,
,23.0175,76.7221,0,
,17.35,82.55,0,
,16.892,80.0976,0,
,9.9976,78.6862,0,
,27.98,79.73,0,
,16.7,76.83,0,
,25.4126,86.3253,0,
,12.7648,75.1842,0,
,10.3514,76.2178,0,
,29.9477,74.7322,0,
,13.9667,79.5833,0,
,24.23,88.27,0,
,21.7,71.97,0,
,17.7227,79.1518,0,
,18.812,82.7105,0,
,25.5096,85.305,0,
,18.79,83.601,0,
,24.1,77.7,0,
,18.9822,79.4811,0,
,20.715,70.9844,0,
,25.2107,84.2551,0,
,17.98,74.43,0,
,20.1833,85.6167,0,
,21.5098,83.8726,0,
,27.2,78.28,0,
,22.9235,78.7849,0,
,25.2186,85.7332,0,
,33.37,75.52,0,
,17.1229,81.2953,0,
,26.12,79.73,0,
,12.9387,78.7028,0,
,18.8492,78.6261,0,
,9.9615,78.1118,0,
,26.3,87.265,0,
,29.2833,78.8167,0,
,12.9912,78.178,0,
,22.8333,69.3556,0,
,11.4455,77.6821,0,
,13.39,77.86,0,
,10.3,76.33,0,
,17.5389,77.7708,0,
,12.4667,92.9333,0,
,26.98,94.63,0,
,29.749,78.024,0,
,16.0172,80.8294,0,
,10.0412,77.1709,0,
,22.27,86.17,0,
,25.32,85.28,0,
,21.12,73.4,0,
,26.9,83.98,0,
,32.3286,76.1153,0,
,25.4,87.1,0,
,32.3127,75.6012,0,
,17.08,82.13,0,
,22.1913,78.759,0,
,23.9163,76.9112,0,
,24.2045,84.877,0,
,17.6688,80.8936,0,
,11.4381,78.4836,0,
,23.4871,80.104,0,
,25.92,73.67,0,
,19.1,77.9667,0,
,11.23,78.88,0,
,27.131,72.364,0,
,29.18,74.77,0,
,23.02,73.07,0,
,19.15,76.2333,0,
,16.1878,80.3392,0,
,18.5333,83.2167,0,
,24.827,87.2125,0,
,12.9143,79.2854,0,
,12.8905,75.0349,0,
,15.12,77.63,0,
,17.1167,81.3,0,
,15.121,77.634,0,
,22.03,71.2,0,
,30.2,74.67,0,
,31.286,75.615,0,
,31.385,76.375,0,
,23.8106,85.8232,0,
,17.7707,77.1252,0,
,23.7871,85.9564,0,
,18.25,80.52,0,
,17.2711,74.5378,0,
,13.0721,77.7892,0,
,26.0028,92.8528,0,
,17.6203,77.9539,0,
,32.69,75.66,0,
,13.9853,74.5553,0,
,30.555,79.565,0,
,11.3679,77.7435,0,
,11.931,75.572,0,
,24.42,87.34,0,
,16.3667,80.85,0,
,19.6,77.7,0,
,8.67,77.33,0,
,10.6075,78.4253,0,
,9.017,76.926,0,
,15.867,78.267,0,
,9.4405,77.1603,0,
,26.7406,85.2733,0,
,15.4063,76.6001,0,
,19.4551,76.4372,0,
,22.23,73.08,0,
,24.11,83.81,0,
,24.42,82.98,0,
,11.2769,76.2258,0,
,17.5642,76.5685,0,
,24.63,94.02,0,
,21.2141,86.1249,0,
,15.9833,77.05,0,
,9.8969,76.7113,0,
,18.0435,77.206,0,
,26.6,89.02,0,
,31.1167,76.1333,0,
,24.3785,92.1783,0,
,17.5092,78.5542,0,
,14.85,78.38,0,
,17.0778,78.2011,0,
,26.3824,75.924,0,
,25.33,84.42,0,
,11.0271,76.1062,0,
,14.4264,74.4122,0,
,21.4167,78.4,0,
,24.03,76.88,0,
,9.288,79.313,0,
,26.1036,86.9193,0,
,29.22,78.58,0,
,10.1686,78.992,0,
,13.9,79.9,0,
,23.9451,87.6803,0,
,28.6269,78.0607,0,
,28.59,76.27,0,
,16.9506,81.7819,0,
,23.0489,75.378,0,
,20.8381,85.0956,0,
,22.12,84.03,0,
,11.6,76.3167,0,
,16.0502,75.79,0,
,10.0313,78.3381,0,
,12.7105,77.6967,0,
,16.7833,80.3,0,
,29.45,74.65,0,
,16.92,81.67,0,
,28.03,74.47,0,
,18.046,78.263,0,
,20.58,81.08,0,
,26.3421,77.8092,0,
,22.2539,76.0385,0,
,26.67,78.37,0,
,13.65,79.42,0,
,23,80.12,0,
,23.33,77.8,0,
,15.811,79.9738,0,
,28.8167,76.8667,0,
,14.884,79.911,0,
,22.6161,70.9531,0,
,26.32,91,0,
,26.75,81.75,0,
,30.4514,74.8919,0,
,16.43,74.6,0,
,8.5638,78.1246,0,
,17.5973,80.0021,0,
,13.2167,80.3167,0,
,26.3815,84.5872,0,
,25.3679,87.0026,0,
,25.2833,86.0333,0,
,8.7037,77.4527,0,
,25.4309,83.6665,0,
,20.042,74.489,0,
,26.3603,88.7152,0,
,8.7498,78.1311,0,
,16.8667,79.1167,0,
,25.1853,78.665,0,
,21.3858,78.9201,0,
,10.77,76.28,0,
,11.3411,77.6956,0,
,26.52,82.62,0,
,12.9823,80.1282,0,
,30.2167,75.6833,0,
,26.5307,86.4263,0,
,10.12,77.55,0,
,21.214,86.107,0,
,22.5685,71.7949,0,
,25.557,86.128,0,
,26.88,88.28,0,
,18.4314,79.8605,0,
,22.5667,71.1833,0,
,20.8333,76.4597,0,
,24.93,73.82,0,
,24.3,87.82,0,
,26.2328,90.2341,0,
,24.03,74.78,0,
,16.7445,77.496,0,
,25.3207,87.1793,0,
,26.52,93.97,0,
,23.2,88.12,0,
,33.38,74.31,0,
,9.279,79.2109,0,
,25.7435,87.1835,0,
,22.98,72.38,0,
,17.1773,75.9526,0,
,13.6549,78.9471,0,
,24.6981,84.9869,0,
,25.03,85.42,0,
,24.6472,75.9444,0,
,11.2127,79.3637,0,
,18.6162,79.3832,0,
,29.3919,79.4542,0,
,20.95,85.23,0,
,28.45,80.5833,0,
,23.7118,76.0157,0,
,31.28,74.86,0,
,24.57,84.78,0,
,14.5594,79.8725,0,
,17.017,81.731,0,
,28.37,75.6,0,
,26.4024,87.2656,0,
,25.4145,87.0787,0,
,12.4398,76.3828,0,
,11.95,79.2,0,
,25.0574,79.4381,0,
,13.5529,76.0116,0,
,29.23,77.02,0,
,26.25,77.4,0,
,32.1097,76.5366,0,
,22.7677,74.5909,0,
,9.2314,78.7848,0,
,26.7373,84.8861,0,
,9.8433,78.4809,0,
,12.9,76.39,0,
,10.93,77.72,0,
,25.1407,85.2059,0,
,13.021,77.938,0,
,24.262,80.761,0,
,20.73,77.51,0,
,23.5992,78.3406,0,
,19.2,73.88,0,
,24.6839,92.561,0,
,26.38,85.72,0,
,13.0232,77.0252,0,
,30.73,78.45,0,
,28.54,79.633,0,
,16.92,76.234,0,
,21.1197,86.729,0,
,27.06,88.47,0,
,25.78,84.67,0,
,11.6272,77.989,0,
,15.8779,78.5884,0,
,9.8781,76.3039,0,
,12.9255,79.3652,0,
,29.15,78.4,0,
,16.7549,78.1443,0,
,30.905,77.097,0,
,25.2016,87.1496,0,
,23.4232,75.2819,0,
,25.5564,85.9021,0,
,26.5322,85.7942,0,
,17.183,77.283,0,
,15.78,80.32,0,
,22.59,88.92,0,
,24.885,72.8625,0,
,29.98,76.58,0,
,15.4667,78.1667,0,
,26.7419,84.2562,0,
,27.7,78.4,0,
,21.9248,78.1279,0,
,13.3667,79.1833,0,
,22.4,84.7667,0,
,22.2403,68.9686,0,
,23.4888,75.658,0,
,16.9167,81.8333,0,
,14.538,79.875,0,
,27.8346,76.6388,0,
,18.2,79.42,0,
,21.05,71.43,0,
,32.2824,75.6983,0,
,20.47,84.23,0,
,23.8735,86.1516,0,
,23.8,87.38,0,
,24.6085,94.0029,0,
,25.4674,84.4204,0,
,9.2648,76.787,0,
,13.6111,77.5167,0,
,18.75,73.08,0,
,17.03,74.6,0,
,26.2617,87.8244,0,
,12.662,79.5435,0,
,26.1697,89.1914,0,
,25.8758,87.8401,0,
,13.6313,74.6902,0,
,30.22,78.78,0,
,19.12,84.7,0,
,16.5728,75.9725,0,
,29.5833,77.4167,0,
,12.38,77.08,0,
,24.93,75.58,0,
,24.1341,79.6012,0,
,23.57,76.47,0,
,11.7011,75.5367,0,
,26.194,78.9414,0,
,15.4,79.5167,0,
,21.318,78.0095,0,
,26.03,80.6,0,
,29.6833,75.575,0,
,24.72,78.13,0,
,24.82,84.65,0,
,15.7363,75.9698,0,
,29.4888,74.0748,0,
,31.13,75.47,0,
,26.13,89.47,0,
,25.493,85.8054,0,
,20.57,86.57,0,
,10.9333,78.45,0,
,30.97,74.99,0,
,11.2428,76.9617,0,
,19.25,76.45,0,
,11.1333,79.0833,0,
,26.2716,94.8314,0,
,24.7,83.07,0,
,15.13,75.47,0,
,27.6199,80.2034,0,
,11.48,77.87,0,
,19.18,77.05,0,
,16.9,79.8833,0,
,30.0833,75.25,0,
,10.23,77.48,0,
,19.77,74.48,0,
,13.12,79.42,0,
,15.72,75.38,0,
,25.1245,86.5558,0,
,24.954,85.7376,0,
,12.5703,78.5732,0,
,23.2038,81.979,0,
,32.916,75.1419,0,
,17.9285,79.8925,0,
,14.3667,78.4667,0,
,17.95,73.89,0,
,30.228,74.9937,0,
,17.6297,78.4814,0,
,23.7791,79.1432,0,
,26.28,75.38,0,
,26.1,94.27,0,
,13.7104,75.8122,0,
,19.5911,76.2161,0,
,26.32,94.5,0,
,8.5138,77.5494,0,
,14.991,75.223,0,
,12.7863,76.2433,0,
,17.1201,77.0869,0,
,14.9731,75.3328,0,
,25.677,84.872,0,
,17.84,76.6217,0,
,8.9773,77.4206,0,
,14.95,77.27,0,
,25.9798,86.1434,0,
,26.83,81.33,0,
,11.239,79.736,0,
,9.97,77.8,0,
,23.4928,87.7347,0,
,11.1093,77.182,0,
,17.6,80.33,0,
,15.3784,78.9265,0,
,16.33,76.13,0,
,29.42,76.67,0,
,10.3774,79.8495,0,
,29.28,74.38,0,
,13.29,77.8,0,
,26.4293,83.6104,0,
,16.17,76.52,0,
,21.525,83.8727,0,
,15.1322,78.5138,0,
,10.9357,78.4241,0,
,9.6956,78.4564,0,
,22.2093,75.4706,0,
,11.8,76.68,0,
,26.2432,89.5863,0,
,10.2,76.4,0,
,18.4667,78.8833,0,
,19.48,75.38,0,
,34.5731,74.321,0,
,26.5147,84.7645,0,
,17.665,82.614,0,
,24.0449,78.9609,0,
,25.8564,87.5384,0,
,14.7475,79.0843,0,
,14.6605,74.3047,0,
,17.1,80.6,0,
,26.8951,74.3222,0,
,24.8336,85.4173,0,
,25.997,86.9599,0,
,19.97,76.78,0,
,26.5769,86.1723,0,
,17.2603,78.3969,0,
,25.4194,83.5569,0,
,29.5971,79.6591,0,
,8.6859,77.4659,0,
,26.9167,76.8167,0,
,25.5431,86.6999,0,
,26.4,90.27,0,
,14.6733,75.4868,0,
,20.726,78.317,0,
,15.4251,75.4335,0,
,25.7276,85.7865,0,
,28.2814,78.0108,0,
,27.02,78.13,0,
,11.0258,76.9038,0,
,16.6167,80.5333,0,
,26.7037,92.4781,0,
,23.6833,88.2833,0,
,26.339,78.101,0,
,8.4946,78.1219,0,
,25.6501,87.1396,0,
,23.6549,85.0128,0,
,27.0911,77.6611,0,
,18.2864,79.4761,0,
,23.67,85.28,0,
,15.7667,79.6833,0,
,26.2647,86.2799,0,
,25.072,84.973,0,
,11.4248,77.5579,0,
,8.5717,78.0922,0,
,10.7453,79.1289,0,
,12.4209,75.7397,0,
,26.7118,84.503,0,
,23.5389,91.4917,0,
,23.5247,80.8372,0,
,25.6539,84.9793,0,
,22.9153,79.0638,0,
,13.2,74.98,0,
,14.7646,75.1246,0,
,25.561,86.9014,0,
,14.4833,79.9833,0,
,24.7517,71.7762,0,
,19.6653,82.2063,0,
,25.1426,86.9797,0,
,25.76,86.03,0,
,29.55,77.5833,0,
,11.4,76.7,0,
,14.6333,78.5333,0,
,16.6988,74.2749,0,
,20.5797,74.216,0,
,11.1686,78.6211,0,
,19.3,76.5,0,
,28.6689,75.0406,0,
,16.5823,81.3811,0,
,27.45,78.05,0,
,25.402,86.3592,0,
,27.32,82.42,0,
,18.83,79.45,0,
,27.137,79.703,0,
,14.55,77.1,0,
,8.1767,77.2591,0,
,11.0054,77.562,0,
,25.93,74.6386,0,
,22.2068,74.7579,0,
,23.83,71.6,0,
,23.7,77.1,0,
,23.6146,77.4645,0,
,17.9373,80.8185,0,
,11.9613,79.8392,0,
,17.7166,82.9965,0,
,16.2667,81.1667,0,
,25.75,93.17,0,
,26.5518,90.0762,0,
,23.08,88.28,0,
,24.42,88.25,0,
,18,76.08,0,
,14.27,75.35,0,
,25.4894,86.4774,0,
,23.78,78.37,0,
,25.4112,86.6593,0,
,27.4667,75.6,0,
,29.0437,79.2465,0,
,18.6057,84.2355,0,
,23.3902,79.0163,0,
,30.45,78.08,0,
,20.3,83.15,0,
,22.83,72.77,0,
,25.6838,84.7825,0,
,24.5285,84,0,
,10.2875,77.912,0,
,26.6553,85.442,0,
,11.1544,76.9499,0,
,24.1516,87.8442,0,
,13.23,77.7,0,
,15.604,79.608,0,
,18.616,74.698,0,
,23.43,72.67,0,
,10.456,77.5595,0,
,25.4581,78.1358,0,
,26.564,88.82,0,
,18.35,81.9,0,
,9.5594,76.5722,0,
,15.02,75.95,0,
,10.7069,79.5235,0,
,21.9,87.53,0,
,11.7,77.98,0,
,21.5,70.13,0,
,25.5392,86.5074,0,
,12.3112,78.7925,0,
,12.3329,76.862,0,
,11.5437,76.4404,0,
,26.1785,86.0892,0,
,22.23,75.08,0,
,18.89,72.95,0,
,34.1642,77.5847,0,
,25.85,83.85,0,
,25.2633,87.2326,0,
,23.6681,74.0244,0,
,26.9633,79.7922,0,
,11.83,75.58,0,
,22.0417,75.0552,0,
,15.5819,79.868,0,
,25.9358,86.1974,0,
,23.63,79.08,0,
,25.63,74.93,0,
,11.6088,76.0814,0,
,22.5748,75.7445,0,
,15.6081,76.6597,0,
,11.0794,77.0371,0,
,26.1775,86.3783,0,
,24.0217,88.6263,0,
,31.9376,75.8866,0,
,23.95,86.8,0,
,11.2761,79.552,0,
,8.3492,77.5672,0,
,12.97,77.23,0,
,11.1455,76.9366,0,
,21.17,73.78,0,
,22.32,69.6,0,
,14.8262,76.2259,0,
,13.5972,75.9717,0,
,11.4053,77.6794,0,
,12.6662,76.4877,0,
,29.82,77.93,0,
,10.2249,78.231,0,
,22.07,76.5,0,
,26.52,85.3,0,
,16.6056,80.3786,0,
,16.6919,78.9207,0,
,25.9718,86.1537,0,
,32.3087,76.5772,0,
,25.9,86.98,0,
,15.4,77.5167,0,
,15.1317,78.5131,0,
,20.52,72.95,0,
,21.4558,76.4494,0,
,25.67,76.17,0,
,13.7963,76.2841,0,
,25.9971,86.4887,0,
,8.3833,77.65,0,
,22.1964,78.5919,0,
,13.4161,76.6206,0,
,10.163,77.758,0,
,14.6167,79.6167,0,
,13.6573,78.2625,0,
,9.8,77.3333,0,
,12.9101,75.003,0,
,29.9958,77.04,0,
,23.3,87.42,0,
,23.014,85.2724,0,
,28.28,76.15,0,
,27.7289,75.4716,0,
,17.1667,79.4333,0,
,13.66,77.21,0,
,11.369,77.7063,0,
,15.3044,76.4765,0,
,26.0021,84.5979,0,
,26.305,77.616,0,
,30.65,75.6,0,
,25.0397,86.9025,0,
,16.4167,76.9341,0,
,26.8084,84.3847,0,
,26.445,91.44,0,
,25.5513,87.2046,0,
,15.6833,77.7833,0,
,28.0667,80.1,0,
,17.51,79.8044,0,
,30.55,77.3,0,
,14.905,76.3853,0,
,25.8346,86.8057,0,
,11.0816,76.9446,0,
,32.15,75.4667,0,
,18.1167,83.1667,0,
,8.3165,77.2061,0,
,30.6881,75.0984,0,
,27.3897,75.9596,0,
,25.52,91.27,0,
,27.4,74.92,0,
,16.65,78.48,0,
,18.3833,77.8833,0,
,26.4833,86.05,0,
,22.3053,74.3525,0,
,31.9771,75.7544,0,
,25.0194,79.7319,0,
,25.3595,86.1826,0,
,12.051,78.4827,0,
,20.17,72.76,0,
,14.1,77.28,0,
,25.3889,86.9337,0,
,23.33,76.03,0,
,9.9798,76.5803,0,
,12.2528,79.4173,0,
,10.8,76.14,0,
,29.5342,73.4477,0,
,21.7626,85.9732,0,
,11.4167,76.8667,0,
,17.3203,82.1014,0,
,25.65,84.88,0,
,13.2004,80.1761,0,
,15.34,80.039,0,
,17.4378,75.1939,0,
,23.8038,85.5555,0,
,26.5527,84.6726,0,
,25.6811,84.3456,0,
,24.3811,77.4174,0,
,15.7562,76.1911,0,
,23.785,72.64,0,
,26.3388,87.1027,0,
,25.3019,87.7938,0,
,22.5957,76.9133,0,
,10.4167,76.3333,0,
,25.4,79.75,0,
,23.7098,76.7339,0,
,25.4988,86.5908,0,
,15.1,76.55,0,
,27.88,78.75,0,
,17.4161,82.6144,0,
,14.0847,77.5967,0,
,18.7008,77.3628,0,
,34.4225,74.6375,0,
,13.7,80.018,0,
,17.2197,80.8339,0,
,25.53,89.87,0,
,11.0077,76.9126,0,
,26.056,82.682,0,
,25.35,87.63,0,
,17.1171,81.4342,0,
,8.9733,77.2464,0,
,26.5833,86.15,0,
,25.18,73.43,0,
,14.3537,75.74,0,
,25.7358,78.7456,0,
,26.0464,86.3471,0,
,24.9339,87.9761,0,
,25.85,84.3833,0,
,25.0836,85.428,0,
,27.3932,95.6184,0,
,21.2431,76.0333,0,
,11.1667,77.335,0,
,15.3294,74.7633,0,
,15.04,76.2,0,
,26.2126,87.2491,0,
,26.6433,85.5747,0,
,10.0843,77.9634,0,
,20.882,85.8333,0,
,10.5587,77.366,0,
,17.2,76.35,0,
,16.8499,78.5327,0,
,26.47,91.63,0,
,27.28,95.68,0,
,11.5255,76.3589,0,
,11.438,79.6328,0,
,16.42,74.58,0,
,13.78,77.79,0,
,21.35,72.05,0,
,26.0064,86.8604,0,
,14.923,75.2622,0,
,29.027,79.057,0,
,25.2259,85.0642,0,
,33.7938,75.107,0,
,14.95,77.5833,0,
,31.8168,75.6531,0,
,31.72,76.92,0,
,13.3378,78.2122,0,
,9.32,76.6215,0,
,20.4671,82.9204,0,
,27.236,76.622,0,
,11.3655,76.7844,0,
,22.0703,88.4455,0,
,25.1396,80.0011,0,
,27.23,77.2,0,
,11.3019,77.586,0,
,24.68,81.88,0,
,26.0579,86.9833,0,
,16.58,79.57,0,
,18.4151,84.0447,0,
,11.7739,78.8666,0,
,15.5348,76.8785,0,
,16.23,74.6,0,
,24.48,75.15,0,
,21.5607,74.22,0,
,16.48,74.78,0,
,27.5688,95.5566,0,
,15.9581,76.6569,0,
,21.5383,84.7334,0,
,17.0667,80.9833,0,
,26.43,92.03,0,
,24.0242,81.3783,0,
,10.17,77.87,0,
,29.93,75.57,0,
,26.73,80.35,0,
,27.37,75.57,0,
,15.78,75.12,0,
,10.9078,78.7022,0,
,16.5,75.05,0,
,8.6979,77.5192,0,
,22.9983,77.5862,0,
,13.65,79.52,0,
,16.48,76.32,0,
,15.7748,77.8074,0,
,29.9504,74.9785,0,
,23.5794,85.6548,0,
,10.13,78.62,0,
,22.1769,75.5856,0,
,13.6593,78.2632,0,
,11.6342,78.8741,0,
,23.7452,86.1717,0,
,16.7167,81.9,0,
,19.7815,84.5836,0,
,25.7965,86.7416,0,
,8.7297,78.1169,0,
,25.4223,86.2758,0,
,26.87,75.23,0,
,23.55,86.67,0,
,27.4247,77.0995,0,
,16.7,81.6,0,
,22.0929,88.4288,0,
,16.9167,80.3667,0,
,24.4084,78.0959,0,
,26.1542,78.7812,0,
,26.578,86.0052,0,
,29.121,78.621,0,
,23.57,72.75,0,
,9.811,77.5039,0,
,11.3214,77.0052,0,
,17.8517,78.6828,0,
,25.5323,85.3809,0,
,25.3235,87.3836,0,
,11.692,79.2899,0,
,24.5692,80.5881,0,
,15.25,80.03,0,
,25.3118,86.1023,0,
,25.9426,86.0471,0,
,12.1942,79.9435,0,
,12.616,79.753,0,
,26.4752,84.6898,0,
,11.0178,77.0629,0,
,30.15,78.78,0,
,24.62,84.12,0,
,26.3771,86.3341,0,
,27.1939,95.3193,0,
,13.2817,79.4854,0,
,9.2417,77.4118,0,
,9.6271,78.6247,0,
,23.3,79.98,0,
,23.7442,84.4998,0,
,22.3712,77.2274,0,
,17.07,76.98,0,
,26.6318,84.7855,0,
,12.414,76.704,0,
,23.8593,78.7852,0,
,21.4072,79.9326,0,
,25.55,83.18,0,
,16.0197,80.92,0,
,17.0139,76.7732,0,
,16.0119,76.442,0,
,29.53,74.83,0,
,30.2979,75.3694,0,
,26.4679,92.4734,0,
,22.1274,75.611,0,
,31.1887,75.9949,0,
,22.43,87.87,0,
,10.7198,77.8915,0,
,14.7,78.78,0,
,23.6506,85.0074,0,
,24.0299,73.0463,0,
,26.7027,84.9133,0,
,31.9561,75.3239,0,
,8.3307,77.2673,0,
,25.4155,86.8832,0,
,19.7167,73.6333,0,
,27.8,78.85,0,
,24.6,93.9,0,
,24.6396,84.5577,0,
,26.0333,84.05,0,
,26.47,80.78,0,
,22.48,92.97,0,
,16.6,81.3833,0,
,26.8377,92.6688,0,
,12.3037,78.073,0,
,22.7,78.2,0,
,27.55,82.42,0,
,26.75,83.2167,0,
,20.9141,86.4468,0,
,11.1649,77.3084,0,
,9.4664,77.8219,0,
,15.207,75.884,0,
,11.6038,78.5778,0,
,22.43,80.12,0,
,13.6833,79.35,0,
,19.2467,83.4058,0,
,16.4167,81.6,0,
,26.342,89.2155,0,
,25.15,73.07,0,
,23.0972,86.2231,0,
,31.84,74.76,0,
,8.2681,77.286,0,
,13.32,80.2,0,
,20.7083,83.1326,0,
,16.5014,81.2908,0,
,8.2953,77.2939,0,
,24.18,75.63,0,
,13.9074,79.9086,0,
,10.53,79.65,0,
,9.9611,78.1371,0,
,24.7945,73.055,0,
,26.2839,90.2264,0,
,10.5637,76.9166,0,
,23.1609,85.5901,0,
,13.9892,77.7703,0,
,15.57,75.37,0,
,24.9425,84.8427,0,
,25.7978,86.0736,0,
,11.1114,78.0048,0,
,28.07,95.33,0,
,26.4436,85.4008,0,
,14.024,75.9258,0,
,26.5184,92.1472,0,
,11.0764,77.0045,0,
,16.65,82.1167,0,
,24.85,79.9333,0,
,10.6388,77.0084,0,
,17.25,81.1333,0,
,8.864,77.4994,0,
,25.8,86.0055,0,
,16.3422,80.4911,0,
,26.2658,78.6711,0,
,25.851,86.6739,0,
,15.05,77.88,0,
,25.5184,86.4434,0,
,26.8958,84.1403,0,
,15.8542,77.243,0,
,23.7748,88.1026,0,
,30.3018,76.4579,0,
,26.5918,86.264,0,
,16.5412,80.5784,0,
,26.5082,87.0119,0,
,18.9623,77.1309,0,
,21.2374,76.2256,0,
,23.26,76.1457,0,
,11.4039,79.2416,0,
,11.2325,77.1069,0,
,27.5364,79.4394,0,
,24.6235,79.4899,0,
,25.4714,87.2175,0,
,11.2825,78.2339,0,
,26.2437,84.7532,0,
,17.1672,82.2847,0,
,25.603,87.5592,0,
,26.0912,86.8809,0,
,12.6067,80.0625,0,
,15.2807,75.5213,0,
,23.7254,85.5102,0,
,10.394,78.0078,0,
,12.9167,78.9333,0,
,22.73,87.52,0,
,26.08,89.97,0,
,30.38,78.48,0,
,10.87,78.83,0,
,24.33,92.02,0,
,26.635,84.5483,0,
,16.2014,74.7489,0,
,15.2333,78.3167,0,
,16.0621,76.0586,0,
,9.7133,76.6873,0,
,15.4034,74.0152,0,
,11.0292,79.8494,0,
,20.8333,84.3167,0,
,12.561,75.3874,0,
,23.335,88.644,0,
,26.1277,80.7855,0,
,8.2792,77.6031,0,
,30.27,76.04,0,
,21.9402,75.1361,0,
,23.82,86.9,0,
,14.2809,74.445,0,
,30.836,76.1932,0,
,25.2885,86.5758,0,
,23.7945,85.5872,0,
,22.1881,88.5973,0,
,14.9637,74.7093,0,
,26.0167,75.4833,0,
,23.0218,75.2327,0,
,25.7671,85.7245,0,
,9.0401,77.2741,0,
,28.05,75.15,0,
,16.753,81.832,0,
,24.9138,85.5926,0,
,25.1307,88.0375,0,
,27.18,77.77,0,
,23.2149,81.532,0,
,24.467,75.44,0,
,33.64,75.02,0,
,11.4933,78.0312,0,
