City,Latitude,Longitude,Population1,Population
,26.4721,78.7989,0,
,26.1398,86.8464,0,
,16.9624,82.049,0,
,23.02,88.48,0,
,12.673,79.1047,0,
,16.3961,81.6598,0,
,26.783,84.3018,0,
,16.0022,81.0417,0,
,9.4052,77.5408,0,
,12.9377,79.3163,0,
,16.7833,81.9,0,
,23.3962,79.5395,0,
,11.3689,77.5962,0,
,25.4237,85.4358,0,
,29.7833,76.1833,0,
,26.2371,87.5123,0,
,11.2069,77.5922,0,
,13.8333,74.6167,0,
,15.5027,73.7669,0,
,23.9165,85.8596,0,
,15.4873,77.0464,0,
,26.7652,84.3964,0,
,26.1501,84.9564,0,
,12.9728,79.284,0,
,8.1478,77.3055,0,
,25.867,86.7875,0,
,25.3511,86.2122,0,
,10.5527,77.269,0,
,25.2833,84.5833,0,
,26.3683,85.0036,0,
,24.9702,84.2319,0,
,25.5563,85.1835,0,
,25.0768,84.2055,0,
,24.3263,85.8346,0,
,26.8364,88.6294,0,
,22.2152,78.743,0,
,17.9,83.2,0,
,25.2576,86.2283,0,
,13.234,75.3553,0,
,15.78,75.12,0,
,16.4102,79.8813,0,
,34.2307,74.6472,0,
,12.6031,77.8519,0,
,14.2701,79.1013,0,
,16.42,74.58,0,
,24.8365,81.3645,0,
,11.5002,78.3521,0,
,23.2119,76.5529,0,
,11.808,78.0783,0,
,16.9167,80.25,0,
,21.6982,76.2249,0,
,21.6598,74.6994,0,
,25.1612,84.7299,0,
,25.6043,85.7288,0,
,24.0698,75.6523,0,
,25.8972,85.7161,0,
,15.62,73.767,0,
,25.5186,87.4423,0,
,24.613,84.4555,0,
,26.3395,89.7697,0,
,14.1886,77.7658,0,
,16.2833,78.5167,0,
,26.2864,88.2564,0,
,23.9033,80.8152,0,
,10.3604,78.9779,0,
,25.3396,87.0576,0,
,25.7872,85.8316,0,
,15.5167,78.35,0,
,17.107,77.627,0,
,26.2872,86.1578,0,
,19.2023,84.6145,0,
,11.6066,78.0068,0,
,25.3382,86.7612,0,
,25.2977,84.8595,0,
,26.0556,77.3697,0,
,18.8873,79.2069,0,
,17.4447,80.1492,0,
,16.8253,81.5775,0,
,17.1277,82.0831,0,
,23.4622,74.9232,0,
,25.9644,86.7732,0,
,26.3803,86.0204,0,
,25.248,86.2347,0,
,10.1,77.5833,0,
,23.4333,87.2833,0,
,25.1692,83.6192,0,
,10.531,77.9502,0,
,25.9132,84.573,0,
,22.2136,85.3877,0,
,22.5363,76.6845,0,
,16.823,81.4238,0,
,25.5789,86.3608,0,
,10.1096,78.7956,0,
,10.1694,77.6973,0,
,18.2536,78.4378,0,
,16.4333,79.7167,0,
,25.5615,84.305,0,
,12.2071,78.3187,0,
,25.5406,86.9939,0,
,25.4801,84.2328,0,
,13.3844,74.9029,0,
,24.5059,79.0781,0,
,31.3992,74.716,0,
,25.042,78.433,0,
,15.27,73.9346,0,
,25.1218,84.6324,0,
,16.573,80.358,0,
,21.9851,88.2125,0,
,15.07,76.55,0,
,11.0919,79.4538,0,
,26.1536,86.1511,0,
,16.7866,81.6997,0,
,25.5295,86.3079,0,
,16.784,79.302,0,
,25.3511,87.0624,0,
,16.5167,81.8436,0,
,10.3048,77.9552,0,
,10.25,78.1167,0,
,25.3216,87.8443,0,
,8.1937,77.4343,0,
,24.5542,92.6159,0,
,10.3668,78.3955,0,
,26.1807,87.0043,0,
,16.4098,80.6114,0,
,13.5382,78.4604,0,
,18.6789,77.9505,0,
,12.8187,79.7493,0,
,17.2994,76.0984,0,
,24.8563,87.0112,0,
,25.8769,86.1918,0,
,26.4588,84.6517,0,
,26.6284,84.7452,0,
,14.0014,79.3319,0,
,24.4828,75.2675,0,
,27.9167,96.1667,0,
,25.9537,87.0491,0,
,26.405,85.007,0,
,17.6087,82.6138,0,
,11.2329,77.7794,0,
,13.8608,77.4792,0,
,25.1339,86.6777,0,
,31.9854,75.4316,0,
,10.3794,77.8303,0,
,23.0488,85.649,0,
,11.5389,79.4765,0,
,26.174,86.6324,0,
,26.0076,86.1841,0,
,26.4868,84.6561,0,
,22.1901,78.7047,0,
,22.3746,85.1923,0,
,24.9073,85.9836,0,
,16.7792,81.6242,0,
,16.8144,81.2617,0,
,16.7324,76.9162,0,
,31.1351,75.0231,0,
,25.6609,85.5742,0,
,25.9395,85.0035,0,
,29.8348,75.5237,0,
,13.3354,79.898,0,
,21.0147,86.8195,0,
,25.6047,87.4578,0,
,23.95,87.32,0,
,25.7523,86.6074,0,
,10.1085,77.5553,0,
,12.0369,79.546,0,
,15.4468,75.2054,0,
,11.6003,77.7927,0,
,22.647,74.5212,0,
,17.2014,78.4678,0,
,25.3885,85.4912,0,
,17.7956,79.9747,0,
,17.17,75.96,0,
,25.633,85.5728,0,
,12.7714,77.8594,0,
,25.3244,84.8114,0,
,24.6282,93.761,0,
,26.127,84.8378,0,
,24.9788,85.5861,0,
,11.4761,78.7355,0,
,25.8661,87.2612,0,
,26.8572,84.5058,0,
,11.4,79.7333,0,
,25.9438,86.5371,0,
,26.1293,86.9004,0,
,10.9563,78.2782,0,
,26.2952,86.2763,0,
,26.9873,84.0752,0,
,24.4883,83.9443,0,
,26.6347,84.9245,0,
,14.7363,80.0981,0,
,16.468,79.9539,0,
,26.1755,86.0685,0,
,11.4166,78.2224,0,
,24.974,86.2555,0,
,11.3381,77.6408,0,
,10.9034,78.1575,0,
,17.0044,82.1001,0,
,23.684,85.5706,0,
,11.4401,77.8089,0,
,32.98,75.72,0,
,16.4575,76.5239,0,
,11.0736,76.9566,0,
,26.9833,84.4,0,
,16.42,74.58,0,
,15.8284,77.7431,0,
,26.0381,85.3577,0,
,24.3087,74.8909,0,
,16.2836,81.5024,0,
,25.7069,86.7379,0,
,16.6817,80.7839,0,
,19.4433,84.9881,0,
,26.5167,86.1974,0,
,11.4381,78.4836,0,
,31.1833,74.85,0,
,16.8321,79.4356,0,
,10.9988,76.896,0,
,17.5781,78.4288,0,
,22.183,87.599,0,
,16.6249,76.8015,0,
,26.7544,84.7114,0,
,26.3422,84.621,0,
,26.3272,87.6231,0,
,14.5117,79.4101,0,
,26.1583,84.757,0,
,26.7396,84.5014,0,
,26.2813,87.1084,0,
,25.5664,85.3289,0,
,13.4833,79.05,0,
,15.7441,77.476,0,
,25.7563,84.6133,0,
,17.5097,80.1594,0,
,12.5537,78.9168,0,
,10.0657,77.6446,0,
,25.9823,86.6662,0,
,25.2,75.1,0,
,22.6939,88.2192,0,
,17.7736,79.575,0,
,11.4493,79.7668,0,
,9.477,78.8961,0,
,16.4617,79.8699,0,
,26.2363,87.0971,0,
,31.34,74.7,0,
,17.2333,79.1333,0,
,10.916,78.4509,0,
,25.8,86.0253,0,
,15.3681,75.5239,0,
,23.747,78.8623,0,
,26.7373,84.4371,0,
,26.2311,84.2444,0,
,15.88,74.56,0,
,16.2608,80.6368,0,
,29.13,78.92,0,
,25.5274,86.625,0,
,24.0928,84.0895,0,
,17.25,81.6333,0,
,25.625,84.5161,0,
,15.4144,78.2507,0,
,26.4077,86.2174,0,
,12.921,79.5663,0,
,24.9752,77.5649,0,
,25.4522,85.6303,0,
,10.6814,79.8508,0,
,22.8275,87.9844,0,
,26.1046,86.395,0,
,16.204,75.5,0,
,25.7341,86.9884,0,
,26.0966,87.1349,0,
,26.328,85.8238,0,
,22.0306,79.7328,0,
,18.2227,77.8238,0,
,25.9741,86.2343,0,
,17.4875,78.6035,0,
,22.5342,75.7725,0,
,25.5982,86.7178,0,
,34.2989,74.6168,0,
,16.3643,76.7813,0,
,26.0294,86.0666,0,
,30.6096,74.9143,0,
,14.7669,79.9797,0,
,15.0278,78.0234,0,
,15.9667,80.2667,0,
,11.5667,78.3788,0,
,12.8162,74.9021,0,
,13.7279,76.0068,0,
,10.8975,78.5142,0,
,9.9825,78.143,0,
,25.2379,85.3483,0,
,17.0308,81.6861,0,
,15.1378,79.9927,0,
,25.5468,86.5683,0,
,31.5333,74.9833,0,
,26.2331,87.5816,0,
,22.0519,88.3594,0,
,17.0883,82.3333,0,
,12.0861,78.2926,0,
,15.15,76.92,0,
,9.7639,77.2678,0,
,24.8391,77.8827,0,
,16.95,81.4,0,
,16.3833,78.8333,0,
,25.3711,87.0807,0,
,17.8057,83.2033,0,
,31.5344,75.4953,0,
,18.3508,83.7567,0,
,24.8447,85.8867,0,
,21.6238,77.9152,0,
,34.3316,74.6801,0,
,25.0715,80.1929,0,
,25.955,86.5828,0,
,24.3754,83.5903,0,
,25.3724,87.1049,0,
,31.0038,75.3973,0,
,26.0147,86.0444,0,
,18.3038,79.4892,0,
,11.3686,77.8033,0,
,18.5722,77.8243,0,
,16.5295,81.4549,0,
,25.3635,85.7013,0,
,17.79,83.123,0,
,26.0427,87.4202,0,
,16.2877,80.7519,0,
,31.3618,76.0377,0,
,26.5262,86.4101,0,
,11.595,77.9188,0,
,10.9951,77.0845,0,
,26.0144,86.51,0,
,15.63,76.9,0,
,26.1509,87.5674,0,
,25.3167,88.75,0,
,22.4,88.5,0,
,26.1331,87.4656,0,
,22.8289,88.2139,0,
,22.7361,76.2439,0,
,31.2783,74.9414,0,
,8.87,77.5267,0,
,11.6625,78.4764,0,
,15.575,74.9297,0,
,18.6283,79.5517,0,
,26.4836,86.0047,0,
,25.9938,85.8935,0,
,21.9744,88.4659,0,
,26.4614,88.266,0,
,25.4551,84.2661,0,
,25.004,85.252,0,
,16.2776,80.0672,0,
,25.6672,86.3999,0,
,13.0164,79.7325,0,
,13.6245,79.5803,0,
,11.6004,78.7169,0,
,14.3333,74.4333,0,
,25.9718,86.855,0,
,24.12,88.28,0,
,9.2715,77.5416,0,
,16.8902,80.6505,0,
,20.1242,84.3687,0,
,8.6747,77.6379,0,
,19.0333,78.6667,0,
,26.5325,86.1552,0,
,25.9654,86.8126,0,
,25.3487,86.9669,0,
,25.8955,87.0668,0,
,25.104,87.8898,0,
,15.4333,75.5333,0,
,25.3882,85.9558,0,
,26.425,84.6061,0,
,15.0631,75.4667,0,
,11.1978,77.3058,0,
,25.8012,86.3229,0,
,17.92,73.82,0,
,24.2708,75.0501,0,
,24.3045,85.4195,0,
,11.51,77.45,0,
,31.05,75.65,0,
,25.1021,86.6902,0,
,26.7027,78.2788,0,
,30.65,76.82,0,
,30.6364,74.9983,0,
,26.4012,84.9934,0,
,16.7939,81.5403,0,
,24.4388,87.9073,0,
,25.9016,85.3569,0,
,22.6412,76.3488,0,
,8.8855,77.5041,0,
,11.4284,76.7585,0,
,24.3785,81.2964,0,
,25.9593,85.9747,0,
,11.872,78.0961,0,
,24.8804,87.0447,0,
,15.296,75.7737,0,
,26.0119,87.0854,0,
,22.416,74.5683,0,
,15.771,77.4194,0,
,17.0628,81.2919,0,
,16.723,79.3374,0,
,10.4542,77.4831,0,
,26.1381,87.1133,0,
,25.8749,85.8567,0,
,18.4,77.7167,0,
,26.0652,84.9722,0,
,12.8102,79.7341,0,
,25.8124,85.8382,0,
,11.7154,79.1796,0,
,24.9309,85.803,0,
,11.768,78.0599,0,
,11.7619,77.8909,0,
,26.2669,87.1465,0,
,25.3946,88.0131,0,
,8.2059,77.3173,0,
,26.5988,86.3158,0,
,24.8,93.02,0,
,13.6333,78.8,0,
,16.8,81.3167,0,
,10.0374,78.0829,0,
,12.8781,77.7543,0,
,14.6855,77.578,0,
,16.4833,80.2667,0,
,24.7774,85.4237,0,
,25.2463,87.038,0,
,8.1903,77.7,0,
,12.2121,76.9018,0,
,23.1828,80.6997,0,
,25.1966,86.2468,0,
,11.0709,77.0178,0,
,16.1405,77.2081,0,
,18.3981,79.225,0,
,25.7484,85.7016,0,
,12.7691,79.4196,0,
,15.7614,76.5964,0,
,25.4721,85.7277,0,
,13.3295,79.4797,0,
,25.1905,87.2595,0,
,12.4133,76.8168,0,
,11.9997,76.3961,0,
,26.0305,86.5965,0,
,13.1784,79.4169,0,
,26.1369,88.0132,0,
,21.6394,78.7364,0,
,24.9643,86.3739,0,
,10.7244,78.8108,0,
,26.2895,84.9351,0,
,23.8651,85.2167,0,
,26.9443,84.8542,0,
,9.1889,77.5604,0,
,11.1965,79.5953,0,
,25.318,87.008,0,
,16.57,79.675,0,
,14.2015,79.5351,0,
,15.1225,75.3653,0,
,25.7554,85.8477,0,
,25.9338,86.0594,0,
,18.67,77.9,0,
,11.7914,79.5555,0,
,26.1511,88.1623,0,
,25.0543,85.662,0,
,13.3523,75.4517,0,
,18.0458,83.2664,0,
,26.8075,84.4059,0,
,24.1822,85.8734,0,
,17.2958,82.4752,0,
,16.152,77.8273,0,
,14.8333,78.65,0,
,17.2827,82.1231,0,
,18.8241,78.1609,0,
,12.6865,79.2687,0,
,13,78.5,0,
,23.6886,85.0703,0,
,9.8815,77.2747,0,
,22.3598,88.799,0,
,31.6125,75.5194,0,
,23.7569,87.0256,0,
,32.7522,74.747,0,
,10.6377,78.4733,0,
,25.3455,84.6607,0,
,25.6316,84.4372,0,
,15.9232,80.5856,0,
,11.0309,77.3367,0,
,8.5454,77.7679,0,
,22.6113,74.9338,0,
,31.4818,74.7927,0,
,16.65,77.5167,0,
,16.2875,76.6319,0,
,25.9384,87.4034,0,
,9.2726,78.9023,0,
,19.4833,79.6,0,
,25.5731,84.8358,0,
,25.4705,85.8406,0,
,16.1656,75.366,0,
,25.6467,84.6312,0,
,31.6373,74.7572,0,
,24.8996,86.2888,0,
,12.9173,79.353,0,
,11.296,77.7478,0,
,26.0388,84.4624,0,
,16.3364,77.8056,0,
,25.3404,84.197,0,
,24.471,85.9449,0,
,23.427,88.6056,0,
,10.7064,77.4575,0,
,22.7,87.68,0,
,14.5167,77.7833,0,
,23.7735,85.8132,0,
,14.6452,77.3554,0,
,26.1934,87.4498,0,
,9.3129,77.4959,0,
,30.468,77.774,0,
,22.7378,77.434,0,
,13.8929,77.4598,0,
,24.8522,85.5471,0,
,22.7062,88.5411,0,
,18.9667,77.9167,0,
,25.0342,87.3187,0,
,26.157,87.543,0,
,10.467,78.3687,0,
,13.769,77.4841,0,
,9.7858,77.317,0,
,11.4324,77.4178,0,
,16.0965,75.7858,0,
,22.97,88.26,0,
,25.9144,86.6772,0,
,25.2463,85.8169,0,
,26.0581,78.21,0,
,26.3953,86.7601,0,
,24.0914,87.9888,0,
,17.45,79.2667,0,
,16.7269,79.6369,0,
,16.3701,81.5322,0,
,14.14,75.56,0,
,25.4909,77.0543,0,
,9.7341,77.79,0,
,14.1697,76.0033,0,
,15.238,77.0599,0,
,14.7218,78.8083,0,
,17.5233,78.6677,0,
,26.1526,86.1146,0,
,26.6046,85.9473,0,
,25.3716,85.9857,0,
,24.4047,93.8998,0,
,18.5324,77.895,0,
,19.0167,84.6833,0,
,17.9167,82.8,0,
,30.1191,75.0058,0,
,11.4684,77.5766,0,
,16.602,77.7294,0,
,21.7497,75.527,0,
,15.8183,77.6702,0,
,26.3716,87.2162,0,
,9.39,77.4887,0,
,26.5237,86.3715,0,
,17.438,81.7781,0,
,8.7838,77.3952,0,
,24.8166,85.6728,0,
,13.4167,79.45,0,
,25.8293,84.8617,0,
,16.2167,77.9833,0,
,23.2062,80.0123,0,
,25.2543,86.403,0,
,25.6462,86.3869,0,
,26.178,86.1415,0,
,16.4537,80.3039,0,
,25.5537,86.5117,0,
,26.5106,78.9367,0,
,15.9806,80.6347,0,
,22.68,75.62,0,
,25.8275,86.8327,0,
,26.2237,86.6909,0,
,11.4043,76.816,0,
,10.7052,78.5507,0,
,26.2461,87.4983,0,
,8.0943,77.5614,0,
,26.8818,93.6156,0,
,25.5597,85.5841,0,
,25.4869,87.5511,0,
,11.5006,78.1356,0,
,12.87,74.84,0,
,22.4822,80.3716,0,
,26.146,86.9237,0,
,15.1833,80.0667,0,
,26.8098,84.5201,0,
,30.4328,75.5261,0,
,11.4845,78.0374,0,
,18.1914,78.6783,0,
,26.0518,86.6906,0,
,26.3519,86.0932,0,
,23.6756,84.7401,0,
,15.4969,73.8089,0,
,16.8,82.2333,0,
,10.2736,77.8794,0,
,16.2098,79.909,0,
,14.6667,75.7333,0,
,14.808,80.0705,0,
,26.48,89.73,0,
,25.0589,83.6083,0,
,25.3272,87.7173,0,
,11.6653,77.8041,0,
,10.1034,78.8462,0,
,16.2281,80.3306,0,
,25.8542,84.6614,0,
,26.7184,84.4242,0,
,16.671,75.3515,0,
,11.1467,78.29,0,
,25.6564,87.7112,0,
,11.7014,77.8638,0,
,14.32,76.64,0,
,26.144,84.6598,0,
,25.25,84.0667,0,
,26.7469,84.6754,0,
,25.4122,86.9893,0,
,25.9622,85.0257,0,
,26.0884,87.6154,0,
,34.484,74.0753,0,
,16.7833,81.2333,0,
,12.9783,79.6172,0,
,20.1333,85.15,0,
,11.6026,78.6698,0,
,26.0939,86.5289,0,
,9.7167,77.8667,0,
,11.7011,77.6785,0,
,9.3947,78.1051,0,
,15.0109,74.0363,0,
,11.5656,77.6428,0,
,10.4743,79.7546,0,
,26.0251,78.797,0,
,16.65,80.1333,0,
,26.2323,84.6933,0,
,12.86,77.786,0,
,23.9489,78.8658,0,
,25.7024,86.7758,0,
,26.2007,84.4874,0,
,16.6187,74.7091,0,
,12.592,78.5116,0,
,19.0443,79.3499,0,
,23.7928,85.632,0,
,13.7833,78.5833,0,
,25.5698,85.3437,0,
,23.7946,85.4687,0,
,21.1379,86.7794,0,
,26.1561,87.2711,0,
,16.9989,81.5061,0,
,14.8843,79.9125,0,
,10.2761,77.6272,0,
,10.1081,77.7257,0,
,16.14,74.81,0,
,11.4771,76.696,0,
,23.17,72.58,0,
,26.5081,85.9478,0,
,13.1394,79.9287,0,
,12.3585,78.7664,0,
,8.4785,78.0465,0,
,24.7277,81.4098,0,
,8.9469,77.7714,0,
,23.3247,85.2447,0,
,26.3549,86.4908,0,
,10.2603,77.9303,0,
,23.8149,77.4957,0,
,25.0247,81.7375,0,
,23.786,76.6177,0,
,8.6258,78.0228,0,
,24.9539,84.1928,0,
,25.9725,86.317,0,
,28.9167,76.8833,0,
,26.2751,86.1552,0,
,26.3238,86.2975,0,
,32.6106,74.8556,0,
,13.1276,79.2575,0,
,16.42,74.58,0,
,25.6879,87.7092,0,
,25.9803,85.3374,0,
,12.164,77.3504,0,
,32.1392,75.4611,0,
,27.17,88.35,0,
,25.6844,86.9509,0,
,9.9587,77.4105,0,
,26.3135,86.8454,0,
,22.8336,78.8261,0,
,25.6464,85.3203,0,
,25.5861,86.0803,0,
,27.45,83.9167,0,
,26.3141,86.3515,0,
,11.4503,77.5682,0,
,11.4322,78.1334,0,
,11.6197,77.7426,0,
,13.9397,77.2256,0,
,30.5919,75.2804,0,
,19.4333,78.4667,0,
,23.1708,78.8724,0,
,25.0682,84.5241,0,
,22.6143,79.2221,0,
,11.1936,77.5964,0,
,13.0744,79.559,0,
,17.72,77.36,0,
,24.1876,83.7076,0,
,30.5985,75.1506,0,
,9.3359,77.45,0,
,26.0511,84.5968,0,
,26.0504,86.218,0,
,15.9174,80.4131,0,
,8.3167,77.4167,0,
,18.231,77.1791,0,
,18.9622,78.1772,0,
,21.5824,78.8591,0,
,24.4194,81.3776,0,
,26.3358,86.201,0,
,12.8283,74.8803,0,
,22.5713,75.8823,0,
,30.2856,75.4602,0,
,12.9803,74.8832,0,
,25.6326,86.6911,0,
,17.8244,76.8591,0,
,17.2089,81.3014,0,
,15.5833,73.7333,0,
,11.5357,78.4897,0,
,25.5413,87.2637,0,
,25.8787,86.1386,0,
,12.3892,76.9672,0,
,16.3281,80.6243,0,
,11.5423,77.7247,0,
,17.6942,79.0348,0,
,32.521,74.7984,0,
,30.8669,75.7811,0,
,15.52,73.75,0,
,25.4834,84.8628,0,
,15.9363,77.8413,0,
,10.5282,76.9962,0,
,25.6055,86.0927,0,
,17.6167,77.4974,0,
,25.9699,84.3589,0,
,12.9479,75.3807,0,
,18.2997,83.8331,0,
,26.9366,84.2985,0,
,10.4346,77.8075,0,
,25.2593,86.1149,0,
,24.0097,85.4673,0,
,8.61,77.94,0,
,18.3,78.5833,0,
,25.0862,84.4497,0,
,18.0071,79.3272,0,
,17.0937,81.5799,0,
,21.9996,88.5312,0,
,26.7388,84.6607,0,
,17.5786,76.9887,0,
,25.5835,84.1886,0,
,15.7502,77.7091,0,
,11.293,76.9495,0,
,13.9246,74.6171,0,
,31.6647,75.2509,0,
,25.8897,85.2551,0,
,25.3195,86.7212,0,
,25.8453,85.8432,0,
,25.7487,84.924,0,
,16.29,74.6,0,
,23.5213,87.9119,0,
,26.3191,84.4547,0,
,25.2428,87.0446,0,
,11.638,78.7557,0,
,25.5709,86.9668,0,
,25.8022,87.4032,0,
,25.3035,85.6869,0,
,31.16,74.66,0,
,25.287,87.5469,0,
,15.5833,75.1667,0,
,26.0075,86.7032,0,
,8.1913,77.7476,0,
,10.3665,77.9046,0,
,23.5695,76.7282,0,
,17.2603,80.4786,0,
,25.283,86.7412,0,
,12.0874,77.3021,0,
,9.8493,77.4517,0,
,16.42,74.58,0,
,26.965,84.8462,0,
,26.5714,86.0903,0,
,11.8715,77.9227,0,
,25.3295,87.3018,0,
,9.9448,77.3362,0,
,10.3756,78.1658,0,
,27,88.14,0,
,14.1997,77.8012,0,
,25.5054,84.6216,0,
,10.8674,79.7893,0,
,18.191,79.943,0,
,11.7075,78.4144,0,
,11.8938,77.9698,0,
,24.0232,87.9878,0,
,25.0345,83.5066,0,
,11.9088,79.4919,0,
,13.3205,80.1959,0,
,25.4222,84.3933,0,
,31.5177,75.3009,0,
,26.0781,84.1314,0,
,30.2421,75.1666,0,
,19.06,84.58,0,
,22.3815,88.7901,0,
,26.3421,84.6642,0,
,31.9697,75.4159,0,
,10.772,79.4167,0,
,22.2036,78.6893,0,
,17.0173,80.7137,0,
,25.5181,86.4899,0,
,16.5681,80.5475,0,
,25.2493,85.7141,0,
,23.7757,86.3761,0,
,17.2333,82.2,0,
,16.5689,79.8334,0,
,14.1554,79.8186,0,
,24.6442,87.9213,0,
,11.0903,77.9679,0,
,25.4793,86.0669,0,
,31.5833,75.2833,0,
,17.314,82.443,0,
,14.1333,76.9833,0,
,17.9933,79.4428,0,
,21.8373,80.2271,0,
,11.4221,77.8743,0,
,18.2101,78.5221,0,
,26.3663,84.9312,0,
,26.8474,85.5804,0,
,9.6304,77.6028,0,
,26.3273,88.2792,0,
,26.887,88.187,0,
,25.6243,84.1809,0,
,26.0336,86.6471,0,
,17.1007,81.5406,0,
,16.3904,81.5295,0,
,10.9003,78.8308,0,
,18.215,78.4367,0,
,10.9014,78.494,0,
,17.1346,78.7574,0,
,13.3406,79.5687,0,
,16.7606,81.1642,0,
,11.0816,76.8674,0,
,12.3204,76.7816,0,
,26.5871,86.3773,0,
,25.8499,85.8074,0,
,16.7086,79.0286,0,
,16.2444,80.3857,0,
,13.9198,78.195,0,
,22.7938,75.7393,0,
,24.3055,78.5283,0,
,13.0085,78.3282,0,
,24.7631,85.682,0,
,17.125,81.3628,0,
,16.1967,80.525,0,
,25.0936,85.2176,0,
,12.2642,79.0675,0,
,11.1332,77.147,0,
,25.9028,87.0421,0,
,22.1221,88.6143,0,
,30.682,75.0195,0,
,14.68,80.06,0,
,25.4539,87.4549,0,
,16.7,81.4667,0,
,26.8149,84.9578,0,
,12.0376,77.8138,0,
,30.4419,75.0948,0,
,25.4542,85.8396,0,
,26.1861,87.7766,0,
,34.55,74.2173,0,
,26.0284,87.3329,0,
,30.82,76.35,0,
,25.3202,84.2128,0,
,26.3281,88.3863,0,
,16.8095,81.1068,0,
,20.6683,86.0747,0,
,16.3904,81.8615,0,
,13.607,74.75,0,
,25.7528,85.7474,0,
,18.6262,78.7022,0,
,14.819,75.469,0,
,26.3856,89.8233,0,
,17.7751,78.6181,0,
,11.0866,77.1146,0,
,25.751,85.8586,0,
,26.3963,86.3884,0,
,26.2623,84.8995,0,
,25.3499,87.1427,0,
,25.5612,87.1685,0,
,16.1686,80.2275,0,
,9.0214,77.2502,0,
,16.5246,79.7988,0,
,12.8854,80.022,0,
,21.2922,76.1806,0,
,26.525,84.4341,0,
,14.4333,75.7667,0,
,11.4577,77.515,0,
,9.7841,78.9172,0,
,23.6175,85.6783,0,
,25.6897,86.4852,0,
,30.8189,75.1063,0,
,15.9076,79.0941,0,
,26.3717,86.0134,0,
,25.932,87.2179,0,
,26.6184,84.8857,0,
,25.578,87.2782,0,
,24.732,80.8602,0,
,26.7777,84.428,0,
,10.8225,77.0196,0,
,26.085,84.3601,0,
,25.2611,87.8947,0,
,15.02,75.95,0,
,18.7,78.9667,0,
,16.9098,81.8553,0,
,16.55,80.1333,0,
,14.0613,79.2671,0,
,23.4007,87.9733,0,
,18.987,79.0844,0,
,26.0542,86.128,0,
,25.4583,85.567,0,
,25.832,84.7179,0,
,24.5568,87.8651,0,
,24.3841,87.884,0,
,10.9706,79.4063,0,
,25.0531,85.2662,0,
,13.2633,80.2911,0,
,21.1551,76.1556,0,
,24.8486,84.3258,0,
,15.771,77.124,0,
,26.6517,84.8526,0,
,24.7869,81.7787,0,
,13.1464,74.9399,0,
,12.404,78.966,0,
,15.8823,80.317,0,
,26.6418,84.8938,0,
,11.7394,77.917,0,
,23.5,73.5,0,
,10.6741,79.8512,0,
,13.3889,79.7967,0,
,16.2969,79.8866,0,
,25.8973,86.655,0,
,15.07,76.55,0,
,12.7259,80.1895,0,
,13.13,75.63,0,
,9.981,77.734,0,
,33.6449,74.2301,0,
,23.9851,87.7728,0,
,25.9665,86.5471,0,
,13.42,79.58,0,
,16.9246,79.7343,0,
,24.9567,85.513,0,
,26.252,87.86,0,
,17.86,76.95,0,
,13.1724,79.9358,0,
,13.6711,77.7042,0,
,25.2574,85.4548,0,
,25.5248,87.3667,0,
,26.6402,93.6005,0,
,15.3174,73.9387,0,
,26.0601,86.4124,0,
,25.3667,87.8512,0,
,12.1887,77.0289,0,
,33.8346,74.3312,0,
,11.2322,77.8236,0,
,31.27,75.6417,0,
,11.5581,77.9893,0,
,17.7679,80.8567,0,
,25.3453,85.3925,0,
,27.098,84.2963,0,
,30.6715,75.3438,0,
,17.2667,81.0167,0,
,25.6073,85.8669,0,
,11.8589,79.3664,0,
,11.8593,78.0217,0,
,14.0871,75.8778,0,
,26.2661,84.205,0,
,22.3697,79.906,0,
,18.0712,79.736,0,
,17.2263,79.9668,0,
,15.2167,78.1167,0,
,25.5456,87.8294,0,
,16.3043,79.9991,0,
,10.9511,78.3158,0,
,26.2333,84.4964,0,
,12.4744,79.3475,0,
,11.1854,77.8425,0,
,17.6695,79.8003,0,
,13.65,78.4833,0,
,25.5062,86.3899,0,
,25.6852,78.3746,0,
,16.017,77.531,0,
,24.0312,84.0543,0,
,17.0833,81.9,0,
,26.0664,87.4406,0,
,17.1016,81.0765,0,
,11.3922,79.0218,0,
,26.8591,84.4328,0,
,24.2058,78.3639,0,
,26.2197,87.0048,0,
,26.3612,87.1826,0,
,14.5416,79.8925,0,
,9.0041,77.1889,0,
,10.2861,77.916,0,
,11.0254,77.29,0,
,25.5793,85.9475,0,
,20.2644,85.1767,0,
,21.6852,79.7191,0,
,16.3653,81.6192,0,
,25.5092,85.448,0,
,25.4994,85.3551,0,
,14.4052,78.5246,0,
,26.3448,84.9211,0,
,12.8118,79.134,0,
,10.2672,77.5014,0,
,26.5767,86.0379,0,
,26.2853,84.7155,0,
,25.637,85.6013,0,
,16.374,77.7729,0,
,16.8454,81.4966,0,
,25.7579,86.9392,0,
,25.0316,84.0924,0,
,24.2141,83.7856,0,
,11.7676,77.9927,0,
,20.3615,85.1921,0,
,25.6573,87.5886,0,
,24.8368,78.8665,0,
,13.3361,79.4413,0,
,31.3156,75.3339,0,
,12.5727,78.753,0,
,25.7192,87.1507,0,
,25.669,85.6461,0,
,15.3667,75.2167,0,
,27.98,75.8,0,
,14.2833,77.0333,0,
,13.5258,80.071,0,
,21.91,75.7,0,
